gene_id	gene_name	control_rep1	control_rep2	control_rep3	treatment_rep1	treatment_rep2	treatment_rep3
ENSG00000159216	RUNX1	15984.400812	14078.812868	14905.266772	18038.596762	20423.69337	15925.63328
ENSG00000159228	CBR1	2538.945554	4128.526001	2787.865048	2300.878471	2339.302185	2409.136286
ENSG00000159231	CBR3	353.60717	656.655283	445.120207	502.989021	501.737697	616.311715
ENSG00000159256	MORC3	5822.673306	5434.962846	7761.884532	6527.160997	7679.282093	7440.139604
ENSG00000159259	CHAF1B	1447.171763	1984.275882	1423.511253	1256.781912	1426.462987	1866.504651
ENSG00000159261	CLDN14	3206.519007	2481.05486	2559.892209	3089.672565	4062.564736	2258.781293
ENSG00000159263	SIM2	2011.665918	2469.849809	2700.250892	2402.169436	2168.454734	2469.296148
ENSG00000159267	HLCS	4114.53929	4203.769221	4109.372365	3241.662697	2992.877879	2927.570873
ENSG00000160179	ABCG1	5199.950072	5008.209397	4854.069407	4924.781896	5493.574878	4466.072368
ENSG00000160180	TFF3	3280.368869	3630.905478	2281.399397	3031.078466	3150.030325	3824.336136
ENSG00000160181	TFF2	2382.132441	2733.929848	1862.515232	2198.556901	1687.239975	1940.548616
ENSG00000160182	TFF1	763.403031	563.984104	1277.605873	722.04705	480.259279	472.23103
ENSG00000160183	TMPRSS3	4973.213411	4204.700572	4054.21655	3388.652676	3600.271975	4173.349857
ENSG00000160185	UBASH3A	4347.960867	5033.814454	5161.458249	5478.033469	4036.165082	4884.667068
ENSG00000160188	RSPH1	1553.308938	1462.694991	1151.082437	1077.929915	1418.697837	703.594094
ENSG00000160190	SLC37A1	6033.434243	6044.675938	5540.158992	4930.72156	6013.996182	6585.990025
ENSG00000160191	PDE9A	16824.31494	14368.030413	15658.652414	12068.113065	14869.095339	15278.995315
ENSG00000160193	WDR4	3843.461732	3623.63352	3874.312237	4016.295633	2871.238045	3229.702491
ENSG00000160194	NDUFV3	2429.999396	2071.867045	2102.838644	1132.961413	1936.30346	1197.549781
ENSG00000160199	PKNOX1	6647.674772	6327.348479	6562.967602	6321.866573	6428.056562	6186.063342
ENSG00000160200	CBS	9736.214362	8570.886214	8475.026789	9073.04666	9652.431238	10760.595988
ENSG00000160201	U2AF1	5632.039173	5703.412034	5636.54675	6166.001377	5468.144075	5936.717153
ENSG00000160202	CRYAA	2762.260114	3249.440983	2761.541182	3661.299691	2804.643635	2214.131441
ENSG00000160207	HSF2BP	946.999117	1386.365124	751.080077	771.940267	779.049356	884.155232
ENSG00000160208	RRP1B	1026.30993	1088.186837	1472.369897	624.702864	795.872674	612.555515
ENSG00000160209	PDXK	13025.104454	12051.222929	10385.579433	11596.222513	11217.197174	10154.803908
ENSG00000160213	CSTB	2251.261568	1464.598545	1442.803217	1522.774179	1750.997559	1924.328605
ENSG00000160214	RRP1	2598.058603	2845.505865	4758.099657	3400.828457	2932.292786	4182.189545
ENSG00000160216	AGPAT3	9701.303329	9469.348156	9697.867055	10179.39973	10157.586503	9839.228539
ENSG00000160218	TRAPPC10	6974.929164	7346.609998	7910.922042	7163.597081	6804.111411	7412.965994
ENSG00000160221	GATD3A	6795.454791	6469.708855	8477.20327	8938.778478	7699.217297	7918.221127
ENSG00000160223	ICOSLG	3841.411509	2264.23121	2429.883548	2359.345285	2405.167107	2688.601594
ENSG00000160224	AIRE	3519.437606	1317.6887	1635.881437	2010.900632	2357.777933	2153.530159
ENSG00000160226	CFAP410	3201.121293	3048.782684	3505.591367	3418.264922	3512.802153	3561.056299
ENSG00000160233	LRRC3	218.118246	359.5889	292.041083	412.936384	274.454711	506.09566
ENSG00000160255	ITGB2	12143.6261	12765.19434	16256.524347	15650.328147	13762.040856	13686.865872
ENSG00000160256	FAM207A	2593.93729	1913.755357	3174.93582	4047.817104	3459.227704	2680.764441
ENSG00000160282	FTCD	9333.980397	9627.992451	10538.985752	8262.299607	7235.280579	8552.489724
ENSG00000160284	SPATC1L	833.882334	747.535145	758.222313	1084.652033	941.247392	710.430482
ENSG00000160285	LSS	8198.361425	10513.074272	13697.796789	8659.472972	8589.579356	11008.323381
ENSG00000160294	MCM3AP	14687.327917	9751.105033	19533.841933	12853.476675	13451.136193	8943.269545
ENSG00000160298	C21orf58	4481.929429	4232.252221	3720.166403	5047.556707	3894.993942	3864.98856
ENSG00000160299	PCNT	4103.233457	4981.100736	3838.09358	4765.784778	4214.675873	4144.168144
ENSG00000160305	DIP2A	5511.168528	3944.282068	4494.556223	5202.750765	5312.185901	5443.588644
ENSG00000160307	S100B	1246.200498	1509.407977	2096.382512	1183.734995	1455.326273	1392.555507
ENSG00000160310	PRMT2	8183.853387	8825.765515	7987.44224	7895.750001	7019.446602	6375.072114
ENSG00000166265	CYYR1	795.632862	1353.502214	1545.986788	904.637773	659.736122	557.756711
ENSG00000166351	POTED	640.781498	1070.377125	767.519813	603.843278	757.059063	667.556047
ENSG00000166979	EVA1C	7876.489302	7484.290342	6935.799223	7956.267335	8167.594456	7034.545427
ENSG00000170262	MRAP	2674.702973	1966.173179	2074.17937	2092.575967	1898.60203	1914.518172
ENSG00000171189	GRIK1	3548.83623	4075.042775	3026.740742	2888.900457	2988.307081	2902.08816
ENSG00000171587	DSCAM	943.810863	851.677015	1170.302315	1062.939935	1031.149042	701.257891
ENSG00000173276	ZBTB21	4554.808695	4128.184499	3253.625782	3907.169303	3605.321908	3438.199969
ENSG00000173638	SLC19A1	6107.299169	7041.528067	7224.637866	4919.795966	8348.246183	6706.974109
ENSG00000175894	TSPEAR	1990.947482	1237.666982	1560.360532	1532.204164	1486.75806	1206.652661
ENSG00000177398	UMODL1	7085.898522	7884.120752	7880.592335	4973.339176	6371.479812	6525.008695
ENSG00000177692	DNAJC28	1923.002425	2158.897862	1970.164455	2130.608127	1833.826122	1806.644507
ENSG00000180509	KCNE1	3303.648826	4119.992194	4235.464686	4065.846384	4084.227913	2936.244736
ENSG00000180530	NRIP1	4459.635093	4051.501131	4672.613223	3715.371961	3677.748988	4338.105333
ENSG00000182093	WRB	14102.566987	14947.978898	16072.801066	12761.664439	12793.683486	13151.795689
ENSG00000182240	BACE2	9797.241748	9361.386128	8142.122277	13015.127299	7231.586416	11033.042395
ENSG00000182362	YBEY	4140.220248	4711.707027	5397.516839	4267.341023	3687.07383	4097.49221
ENSG00000182591	KRTAP11-1	383.937641	426.310812	433.067942	454.42366	542.647928	356.221017
ENSG00000182670	TTC3	21896.523463	21518.083295	17651.432137	12908.729789	21524.088218	15926.486728
ENSG00000182816	KRTAP13-2	978.119032	483.429027	441.985316	693.971541	553.821328	272.253636
ENSG00000182871	COL18A1	2752.123096	2168.815712	3914.231287	3034.734319	3329.087455	3002.252654
ENSG00000183036	PCP4	2485.070314	2257.97457	2796.309889	3057.665547	1811.424732	2140.077942
ENSG00000183067	IGSF5	1544.605824	1895.089293	1856.286917	874.539449	1131.233955	2389.690099
ENSG00000183145	RIPPLY3	989.060818	860.978693	953.116717	1210.760766	1569.250722	883.899632
ENSG00000183255	PTTG1IP	4533.658884	5582.264314	4046.740828	3892.865239	4433.869845	3939.554669
ENSG00000183421	RIPK4	556.769494	1176.093696	1119.082784	1406.698213	1229.982973	758.254234
ENSG00000183486	MX2	7663.85065	6790.662293	7537.720049	7687.46827	7184.053388	7519.087587
ENSG00000183527	PSMG1	2401.99475	2462.895374	2643.862826	28783.528328	16805.241312	27887.657749
ENSG00000183570	PCBP3	20790.513197	18105.828735	18046.406157	16667.937657	20326.568524	18588.742315
ENSG00000183640	KRTAP8-1	633.360215	625.992321	635.982932	1198.10593	894.721606	527.857454
ENSG00000183778	B3GALT5	2524.42636	2017.958675	3205.260707	2346.06344	3264.345975	2477.432202
ENSG00000183844	FAM3B	3033.00505	3020.170942	3357.715685	3173.360087	4013.259332	2939.122014
ENSG00000184012	TMPRSS2	14066.030877	12481.62505	15391.023183	12421.106421	10979.943917	9692.048605
ENSG00000184032	KRTAP20-2	796.693831	983.974819	1999.867685	1408.17305	1879.369129	1848.396947
ENSG00000184221	OLIG1	1854.322828	2341.731693	1393.523942	1609.229181	2503.990166	1656.830605
ENSG00000184351	KRTAP19-1	1137.107585	448.996086	682.740107	806.695403	641.617546	527.530655
ENSG00000184724	KRTAP6-1	626.673058	550.5334	629.261055	1317.069108	591.355146	387.66036
ENSG00000184787	UBE2G2	9056.389498	7329.314165	9591.905016	7425.232573	9485.617414	8579.116291
ENSG00000184900	SUMO3	3034.022734	3566.457472	2699.709846	3903.802316	2916.429311	2735.157193
ENSG00000185272	RBM11	4790.655351	3739.077955	3713.521456	4330.771772	2522.547736	2504.638036
ENSG00000185437	SH3BGR	8155.840189	10267.482348	10157.36267	10279.084726	9163.604001	9178.064129
ENSG00000185658	BRWD1	10869.854141	9057.279493	8247.839869	9417.843471	7213.86893	8269.826729
ENSG00000185808	PIGP	5174.695711	4370.833345	3735.603692	4095.399711	3492.209063	4674.982086
ENSG00000185917	SETD4	8027.085282	8653.666603	8645.987418	9078.781694	9008.497226	8127.554434
ENSG00000186866	POFUT2	7562.098596	8440.333567	7598.298657	6947.250807	8022.544989	6322.403493
ENSG00000186924	KRTAP22-1	1720.108834	4260.875175	1947.62793	1832.884786	3041.734142	1801.682247
ENSG00000186925	KRTAP19-6	1710.146181	1273.946277	2881.13844	2711.610019	1353.609899	793.752898
ENSG00000186930	KRTAP6-2	1536.984149	2023.941353	1543.128829	3250.594633	966.517711	1902.852301
ENSG00000186965	KRTAP19-2	910.462248	1199.43461	914.178915	860.748502	766.448085	944.35493
ENSG00000186967	KRTAP19-4	1417.879493	2100.436979	1058.040014	3368.046629	2006.038782	3309.425444
ENSG00000186970	KRTAP15-1	1108.180198	1095.358752	332.172883	1048.248134	416.221114	409.239835
ENSG00000186971	KRTAP13-4	606.806584	299.905495	762.727695	959.38124	478.527571	563.007972
ENSG00000186977	KRTAP19-5	758.98712	597.889284	607.482894	717.765069	425.570991	1408.576741
ENSG00000186980	KRTAP23-1	6210.003317	6032.969565	4082.020256	3836.889746	3822.757617	6467.242033
ENSG00000187005	KRTAP21-1	1197.123317	709.936838	721.249421	566.160928	564.838266	333.228457
ENSG00000187026	KRTAP21-2	965.018466	633.758516	1619.069079	456.278165	1141.148831	1496.262354
ENSG00000187175	KRTAP12-1	360.523466	597.287438	910.212682	571.588634	340.210505	1121.425503
ENSG00000187766	KRTAP10-8	975.180841	577.273674	489.619761	368.305733	460.131637	904.7852
ENSG00000188155	KRTAP10-6	653.274798	516.089238	393.702933	414.177427	616.011254	243.424897
ENSG00000188694	KRTAP24-1	492.425428	811.316451	247.240791	776.461508	348.13611	304.575164
ENSG00000188992	LIPI	2614.927512	2457.681465	2123.752658	2614.086787	1613.45115	1813.097241
ENSG00000189169	KRTAP10-12	2970.903413	2020.500781	4210.414725	2951.745252	5611.817919	2499.891626
ENSG00000197381	ADARB1	20829.112786	11304.411538	11509.045739	11097.669515	10928.248518	15716.489664
ENSG00000197683	KRTAP26-1	351.992284	391.753214	264.477195	333.002739	373.985566	244.361093
ENSG00000198390	KRTAP13-1	783.789205	464.385928	420.380875	990.040163	987.654599	582.640136
ENSG00000198743	SLC5A3	533.784248	316.579825	214.345555	505.039664	302.205385	660.360034
ENSG00000198862	LTN1	3370.1092	3805.522102	3717.863493	3849.101181	2417.752077	2461.434954
ENSG00000205439	KRTAP12-3	892.08584	702.346908	801.07141	1008.086949	841.777168	989.376153
ENSG00000205445	KRTAP10-2	2051.341334	3059.475406	1328.023278	1792.949222	1463.268432	1307.974244
ENSG00000205581	HMGN1	13840.509998	11273.755003	12833.992164	10365.462333	11502.160048	13077.022312
ENSG00000205670	SMIM11A	3933.528421	2560.653072	3377.712095	3383.220603	2783.047779	2252.060056
ENSG00000205726	ITSN1	27153.230794	22914.03328	23716.677583	22687.507857	29840.272607	32086.804888
ENSG00000205758	CRYZL1	15745.506372	13992.311015	15983.066745	12824.027205	13410.124793	11382.413991
ENSG00000205927	OLIG2	1272.046282	1157.546763	2014.242037	1175.150284	1384.629209	890.49904
ENSG00000205929	C21orf62	2158.446523	2408.711634	2294.862447	1813.993663	2058.967322	1873.30024
ENSG00000206102	KRTAP19-8	2414.38319	3190.548198	1451.131057	1365.545027	1219.006714	1499.587604
ENSG00000206104	KRTAP20-3	2744.152411	6097.773818	3666.402609	5842.756873	3483.0235	3432.308457
ENSG00000206105	KRTAP20-4	3669.518356	5436.888026	9197.678711	5192.385313	4546.59227	3423.2225
ENSG00000206106	KRTAP22-2	2684.387468	4448.288072	2031.402337	1911.329215	4250.123724	1878.941539
ENSG00000206107	KRTAP27-1	330.436765	544.358631	663.616778	467.58179	778.290937	1021.973564
ENSG00000212933	KRTAP12-4	706.885658	1560.144002	709.795439	746.457863	667.035982	655.95067
ENSG00000212935	KRTAP10-3	420.127368	926.066578	375.002035	353.28726	442.04076	259.864201
ENSG00000212938	KRTAP6-3	688.513688	1135.218127	863.456164	543.193036	431.259326	1065.657671
ENSG00000215454	KRTAP10-4	1446.776132	1461.048615	1927.030537	1157.375898	1400.609703	1363.888439
ENSG00000215455	KRTAP10-1	349.981193	388.767415	526.557392	248.041297	247.423127	406.166279
ENSG00000221837	KRTAP10-9	2795.785817	2630.618143	1689.60103	2165.340472	1544.209817	1231.518104
ENSG00000221859	KRTAP10-10	896.995848	276.032309	273.597604	256.740867	429.756465	828.219758
ENSG00000221864	KRTAP12-2	1053.764704	781.199322	633.932635	996.810653	497.206131	438.209421
ENSG00000222018	FAM243A	433.819715	789.195224	784.080016	554.195192	330.419016	278.289167
ENSG00000231068	KRTAP21-3	2500.809379	3738.686908	4248.098623	6009.764896	3991.281591	5926.895708
ENSG00000232263	KRTAP25-1	1286.081489	1270.642995	854.407544	603.317702	1012.778092	996.138684
ENSG00000240432	KRTAP13-3	807.791507	318.371707	1083.239275	510.218699	303.951382	298.850088
ENSG00000241123	KRTAP10-5	444.892324	879.574872	401.425096	252.533197	629.155147	825.537768
ENSG00000241837	ATP5PO	15048.873671	8412.251168	11382.161547	7461.642509	8792.337497	12205.436615
ENSG00000241945	PWP2	2236.687722	3725.637895	3325.880521	3123.368408	3631.816843	3844.770526
ENSG00000242220	TCP10L	1931.47579	1739.000455	2359.764144	1894.480734	1916.557971	1739.067923
ENSG00000243489	KRTAP10-11	436.250568	517.265198	349.511498	618.519991	823.37617	242.195149
ENSG00000243646	IL10RB	3088.584656	4272.413981	3095.401835	2482.965915	2753.086993	4182.152547
ENSG00000243927	MRPS6	1796.189334	2473.947828	2460.67553	2984.767169	2191.339157	2540.210256
ENSG00000244025	KRTAP19-3	1339.71175	396.383183	535.530308	1267.086546	1264.216607	930.353887
ENSG00000244362	KRTAP19-7	720.709993	796.724992	1619.069079	681.529411	455.306857	748.131177
ENSG00000244624	KRTAP20-1	2349.294205	5860.881023	5957.610699	4212.447329	2799.950147	2187.236399
ENSG00000249209	AP000311	230.701045	261.965793	965.593972	343.991044	450.502854	464.817262
ENSG00000249624	AP000295	1202.239767	1827.105664	1363.470699	1767.623956	1099.681306	953.077328
ENSG00000265590	AP000275	990.114479	761.177332	1252.975547	694.741009	1116.981568	1054.074785
ENSG00000272804	KRTAP10-7	616.596988	325.007331	616.171082	588.301977	312.655175	574.962495
ENSG00000273590	SMIM11B	4498.715977	4992.019998	4211.933913	4827.755271	3835.972456	4372.363578
ENSG00000274276	CBSL	4028.20718	5482.547796	4353.766574	4154.503075	4498.568307	5731.988269
ENSG00000274391	TPTE	1870.081344	2942.804163	2647.182445	2101.358346	2554.581608	2485.729924
ENSG00000274559	H2BFS	1447.836526	1955.119492	1370.56963	2163.542664	1580.023426	2122.927119
ENSG00000274749	KRTAP7-1	1064.465625	1052.170198	640.837524	603.688717	299.95749	987.645135
ENSG00000275464	FP565260	5332.414675	3603.32388	5643.380393	4875.427557	4429.58384	4985.922329
ENSG00000275895	U2AF1L5	9928.448729	8441.528575	7848.83534	8053.55141	8150.873699	6415.465719
ENSG00000275993	SIK1B	2357.575754	1811.911001	2879.374403	1714.107378	2198.476776	1438.207238
ENSG00000276076	CRYAA2	2614.506354	3453.236114	2370.164081	2336.63323	2408.803905	2516.50264
ENSG00000276289	KCNE1B	2182.040508	2334.570109	1405.757398	2409.673936	2142.919197	2007.477779
ENSG00000276612	FP565260	243.108995	274.316957	437.753171	216.653285	494.648838	566.527937
ENSG00000277117	FP565260	2451.475672	3022.556235	2125.994005	2170.564161	2594.281056	1635.425688
ENSG00000277277	FAM243B	478.181489	344.279668	247.760385	796.340204	331.197073	759.860882
ENSG00000278961	SMIM34B	1591.271703	1981.418794	1511.522098	1263.649001	1416.130759	2132.978062
ENSG00000279493	FP565260	579.969544	878.82485	516.532158	393.737893	488.275096	1418.496643
ENSG00000280071	GATD3B	7094.908772	10676.090861	9357.65595	9636.595305	7818.450117	8732.203778
ENSG00000280433	FP565260	441.436318	622.515473	1195.945	856.400226	997.987332	686.42831
ENSG00000285815	WRB-SH3BGR	1026.284425	1160.085136	1154.448711	741.060351	1108.513063	849.851709
